reference_area,counterpart_area,TIME_PERIOD,OBS_VALUE
Argentina,Australia,1997,35.5
Argentina,Australia,1998,29.3
Argentina,Australia,1999,37.50000000000001
Argentina,Australia,2000,35.4
Argentina,Australia,2001,49.8
Argentina,Australia,2002,70.4
Argentina,Australia,2003,88.7
Argentina,Australia,2004,97.7
Argentina,Australia,2005,114.8
Argentina,Australia,2006,79.0
Argentina,Australia,2007,104.39999999999999
Argentina,Australia,2008,165.6
Argentina,Australia,2009,136.8
Argentina,Australia,2010,151.7
Argentina,Australia,2011,292.7
Argentina,Australia,2012,411.3
Argentina,Australia,2013,383.9
Argentina,Australia,2014,286.3
Argentina,Australia,2015,233.2
Argentina,Australia,2016,233.2
Argentina,Australia,2017,164.4
Argentina,Australia,2018,129.7
Argentina,Australia,2019,92.5
Argentina,Australia,2020,82.0
Argentina,Austria,1997,8.2
Argentina,Austria,1998,7.8
Argentina,Austria,1999,7.0
Argentina,Austria,2000,7.1
Argentina,Austria,2001,8.3
Argentina,Austria,2002,25.400000000000002
Argentina,Austria,2003,11.0
Argentina,Austria,2004,12.1
Argentina,Austria,2005,12.4
Argentina,Austria,2006,17.1
Argentina,Austria,2007,79.5
Argentina,Austria,2008,91.9
Argentina,Austria,2009,75.4
Argentina,Austria,2010,82.4
Argentina,Austria,2011,108.6
Argentina,Austria,2012,93.7
Argentina,Austria,2013,64.39999999999999
Argentina,Austria,2014,81.0
Argentina,Austria,2015,68.2
Argentina,Austria,2016,50.5
Argentina,Austria,2017,47.6
Argentina,Austria,2018,37.5
Argentina,Austria,2019,29.2
Argentina,Austria,2020,20.4
Argentina,Bangladesh,1997,16.9
Argentina,Bangladesh,1998,5.6
Argentina,Bangladesh,1999,22.0
Argentina,Bangladesh,2000,30.3
Argentina,Bangladesh,2001,15.1
Argentina,Bangladesh,2002,11.1
Argentina,Bangladesh,2003,13.6
Argentina,Bangladesh,2004,15.6
Argentina,Bangladesh,2005,72.0
Argentina,Bangladesh,2006,50.2
Argentina,Bangladesh,2007,55.2
Argentina,Bangladesh,2008,52.3
Argentina,Bangladesh,2009,31.099999999999998
Argentina,Bangladesh,2010,12.7
Argentina,Bangladesh,2011,59.4
Argentina,Bangladesh,2012,32.800000000000004
Argentina,Bangladesh,2013,111.4
Argentina,Bangladesh,2014,114.89999999999999
Argentina,Bangladesh,2015,65.0
Argentina,Bangladesh,2016,109.10000000000001
Argentina,Bangladesh,2017,117.1
Argentina,Bangladesh,2018,128.6
Argentina,Bangladesh,2019,142.4
Argentina,Bangladesh,2020,159.4
Argentina,Belarus,1997,26.8
Argentina,Belarus,1998,2.1
Argentina,Belarus,1999,2.0
Argentina,Belarus,2000,1.8
Argentina,Belarus,2001,1.4
Argentina,Belarus,2002,0.6000000000000001
Argentina,Belarus,2003,1.0
Argentina,Belarus,2004,1.2999999999999998
Argentina,Belarus,2005,2.7
Argentina,Belarus,2006,5.3999999999999995
Argentina,Belarus,2007,7.0
Argentina,Belarus,2008,5.7
Argentina,Belarus,2009,11.1
Argentina,Belarus,2010,9.9
Argentina,Belarus,2011,8.1
Argentina,Belarus,2012,8.3
Argentina,Belarus,2013,7.5
Argentina,Belarus,2014,4.6
Argentina,Belarus,2015,6.199999999999999
Argentina,Belarus,2016,6.1
Argentina,Belarus,2017,5.1
Argentina,Belarus,2018,6.199999999999999
Argentina,Belarus,2019,5.0
Argentina,Belarus,2020,4.3
Argentina,Belgium,1997,58.2
Argentina,Belgium,1998,49.2
Argentina,Belgium,1999,63.6
Argentina,Belgium,2000,71.0
Argentina,Belgium,2001,65.7
Argentina,Belgium,2002,74.2
Argentina,Belgium,2003,80.8
Argentina,Belgium,2004,77.0
Argentina,Belgium,2005,110.4
Argentina,Belgium,2006,96.80000000000001
Argentina,Belgium,2007,125.0
Argentina,Belgium,2008,165.5
Argentina,Belgium,2009,86.9
Argentina,Belgium,2010,68.5
Argentina,Belgium,2011,74.4
Argentina,Belgium,2012,96.7
Argentina,Belgium,2013,200.5
Argentina,Belgium,2014,136.39999999999998
Argentina,Belgium,2015,23.9
Argentina,Belgium,2016,147.8
Argentina,Belgium,2017,41.8
Argentina,Belgium,2018,104.0
Argentina,Belgium,2019,496.0
Argentina,Belgium,2020,521.2
Argentina,Brazil,1997,4923.9
Argentina,Brazil,1998,4527.8
Argentina,Brazil,1999,3294.0
Argentina,Brazil,2000,4155.7
Argentina,Brazil,2001,3766.7
Argentina,Brazil,2002,3017.9
Argentina,Brazil,2003,3354.9
Argentina,Brazil,2004,3954.0
Argentina,Brazil,2005,4148.900000000001
Argentina,Brazil,2006,5167.7
Argentina,Brazil,2007,6947.2
Argentina,Brazil,2008,8791.4
Argentina,Brazil,2009,7452.7
Argentina,Brazil,2010,9338.4
Argentina,Brazil,2011,11520.099999999999
Argentina,Brazil,2012,11054.699999999999
Argentina,Brazil,2013,10416.5
Argentina,Brazil,2014,9512.4
Argentina,Brazil,2015,6661.2
Argentina,Brazil,2016,5813.6
Argentina,Brazil,2017,5864.8
Argentina,Brazil,2018,6510.5
Argentina,Brazil,2019,6372.599999999999
Argentina,Brazil,2020,4918.1
Argentina,Brunei Darussalam,1997,0.4
Argentina,Brunei Darussalam,1998,0.5
Argentina,Brunei Darussalam,1999,2.2
Argentina,Brunei Darussalam,2000,1.9000000000000001
Argentina,Brunei Darussalam,2001,0.30000000000000004
Argentina,Brunei Darussalam,2002,0.1
Argentina,Brunei Darussalam,2003,0.3
Argentina,Brunei Darussalam,2004,0.30000000000000004
Argentina,Brunei Darussalam,2005,2.6
Argentina,Brunei Darussalam,2006,0.39999999999999997
Argentina,Brunei Darussalam,2007,0.30000000000000004
Argentina,Brunei Darussalam,2010,0.30000000000000004
Argentina,Brunei Darussalam,2011,0.2
Argentina,Brunei Darussalam,2012,0.2
Argentina,Brunei Darussalam,2013,0.4
Argentina,Brunei Darussalam,2014,0.2
Argentina,Brunei Darussalam,2015,0.2
Argentina,Brunei Darussalam,2016,0.2
Argentina,Brunei Darussalam,2017,0.2
Argentina,Brunei Darussalam,2018,0.2
Argentina,Brunei Darussalam,2019,0.1
Argentina,Brunei Darussalam,2020,0.1
Argentina,Bulgaria,1997,1.8
Argentina,Bulgaria,1998,0.30000000000000004
Argentina,Bulgaria,1999,0.4
Argentina,Bulgaria,2000,1.8
Argentina,Bulgaria,2001,2.4000000000000004
Argentina,Bulgaria,2002,2.4
Argentina,Bulgaria,2003,3.3
Argentina,Bulgaria,2004,5.2
Argentina,Bulgaria,2005,17.799999999999997
Argentina,Bulgaria,2006,16.3
Argentina,Bulgaria,2007,6.2
Argentina,Bulgaria,2008,7.9
Argentina,Bulgaria,2009,8.4
Argentina,Bulgaria,2010,12.600000000000001
Argentina,Bulgaria,2011,14.299999999999999
Argentina,Bulgaria,2012,4.5
Argentina,Bulgaria,2013,3.1
Argentina,Bulgaria,2014,6.0
Argentina,Bulgaria,2015,5.1
Argentina,Bulgaria,2016,7.0
Argentina,Bulgaria,2017,19.9
Argentina,Bulgaria,2018,40.300000000000004
Argentina,Bulgaria,2019,19.0
Argentina,Bulgaria,2020,12.799999999999999
Argentina,Cambodia,1997,1.7
Argentina,Cambodia,1998,1.5
Argentina,Cambodia,1999,2.0
Argentina,Cambodia,2001,0.1
Argentina,Cambodia,2002,0.1
Argentina,Cambodia,2004,0.2
Argentina,Cambodia,2005,0.3
Argentina,Cambodia,2006,0.2
Argentina,Cambodia,2007,0.5
Argentina,Cambodia,2008,0.7
Argentina,Cambodia,2009,1.3
Argentina,Cambodia,2010,1.0
Argentina,Cambodia,2011,1.6
Argentina,Cambodia,2012,0.9
Argentina,Cambodia,2013,1.2000000000000002
Argentina,Cambodia,2014,1.0
Argentina,Cambodia,2015,0.4
Argentina,Cambodia,2016,0.7999999999999999
Argentina,Cambodia,2017,1.2
Argentina,Cambodia,2018,5.3
Argentina,Cambodia,2019,7.9
Argentina,Cambodia,2020,14.200000000000001
Argentina,Cameroon,1997,0.1
Argentina,Cameroon,1998,0.5
Argentina,Cameroon,1999,0.4
Argentina,Cameroon,2000,0.5
Argentina,Cameroon,2001,1.2
Argentina,Cameroon,2002,1.6
Argentina,Cameroon,2003,0.5
Argentina,Cameroon,2004,0.4
Argentina,Cameroon,2005,1.7000000000000002
Argentina,Cameroon,2006,1.5
Argentina,Cameroon,2007,1.3
Argentina,Cameroon,2008,5.0
Argentina,Cameroon,2009,10.0
Argentina,Cameroon,2010,1.8
Argentina,Cameroon,2011,16.0
Argentina,Cameroon,2012,7.199999999999999
Argentina,Cameroon,2013,4.5
Argentina,Cameroon,2014,4.1000000000000005
Argentina,Cameroon,2015,8.700000000000001
Argentina,Cameroon,2016,8.9
Argentina,Cameroon,2017,20.400000000000002
Argentina,Cameroon,2018,6.5
Argentina,Cameroon,2019,9.6
Argentina,Cameroon,2020,9.3
Argentina,Canada,1997,81.6
Argentina,Canada,1998,86.4
Argentina,Canada,1999,157.0
Argentina,Canada,2000,167.6
Argentina,Canada,2001,232.8
Argentina,Canada,2002,179.9
Argentina,Canada,2003,245.8
Argentina,Canada,2004,147.7
Argentina,Canada,2005,296.2
Argentina,Canada,2006,380.4
Argentina,Canada,2007,288.3
Argentina,Canada,2008,355.3
Argentina,Canada,2009,393.09999999999997
Argentina,Canada,2010,653.1
Argentina,Canada,2011,887.5
Argentina,Canada,2012,981.8
Argentina,Canada,2013,781.2
Argentina,Canada,2014,775.4
Argentina,Canada,2015,787.7
Argentina,Canada,2016,744.9
Argentina,Canada,2017,658.8
Argentina,Canada,2018,520.6
Argentina,Canada,2019,283.6
Argentina,Canada,2020,158.9
Argentina,Chile,1997,1379.4
Argentina,Chile,1998,1784.8
Argentina,Chile,1999,1565.0
Argentina,Chile,2000,1767.5
Argentina,Chile,2001,2167.8999999999996
Argentina,Chile,2002,2518.0
Argentina,Chile,2003,2657.1
Argentina,Chile,2004,2894.5
Argentina,Chile,2005,3039.3999999999996
Argentina,Chile,2006,2840.4
Argentina,Chile,2007,2767.5
Argentina,Chile,2008,2988.5
Argentina,Chile,2009,2646.2
Argentina,Chile,2010,2914.8
Argentina,Chile,2011,3005.0
Argentina,Chile,2012,2984.9
Argentina,Chile,2013,2444.5
Argentina,Chile,2014,1540.2
Argentina,Chile,2015,1267.1
Argentina,Chile,2016,1197.6
Argentina,Chile,2017,1439.0
Argentina,Chile,2018,1732.8
Argentina,Chile,2019,1757.2
Argentina,Chile,2020,1539.5
Argentina,China,1997,194.7
Argentina,China,1998,245.5
Argentina,China,1999,217.7
Argentina,China,2000,538.9
Argentina,China,2001,679.3
Argentina,China,2002,639.9
Argentina,China,2003,1244.0
Argentina,China,2004,1446.3999999999999
Argentina,China,2005,2006.6
Argentina,China,2006,2359.6
Argentina,China,2007,2890.5
Argentina,China,2008,4194.700000000001
Argentina,China,2009,2059.4
Argentina,China,2010,3878.0
Argentina,China,2011,4179.6
Argentina,China,2012,3446.6
Argentina,China,2013,3269.4
Argentina,China,2014,3384.0
Argentina,China,2015,3214.2000000000003
Argentina,China,2016,3185.4
Argentina,China,2017,3332.8999999999996
Argentina,China,2018,1778.2
Argentina,China,2019,3347.7999999999997
Argentina,China,2020,2565.6000000000004
Argentina,Chinese Taipei,1997,103.0
Argentina,Chinese Taipei,1998,122.0
Argentina,Chinese Taipei,1999,51.2
Argentina,Chinese Taipei,2000,44.1
Argentina,Chinese Taipei,2001,19.3
Argentina,Chinese Taipei,2002,63.9
Argentina,Chinese Taipei,2003,76.0
Argentina,Chinese Taipei,2004,65.8
Argentina,Chinese Taipei,2005,89.0
Argentina,Chinese Taipei,2006,70.4
Argentina,Chinese Taipei,2007,74.4
Argentina,Chinese Taipei,2008,72.7
Argentina,Chinese Taipei,2009,53.89999999999999
Argentina,Chinese Taipei,2010,191.2
Argentina,Chinese Taipei,2011,140.79999999999998
Argentina,Chinese Taipei,2012,224.29999999999998
Argentina,Chinese Taipei,2013,313.9
Argentina,Chinese Taipei,2014,133.29999999999998
Argentina,Chinese Taipei,2015,54.800000000000004
Argentina,Chinese Taipei,2016,36.7
Argentina,Chinese Taipei,2017,54.699999999999996
Argentina,Chinese Taipei,2018,58.4
Argentina,Chinese Taipei,2019,110.89999999999999
Argentina,Chinese Taipei,2020,136.2
Argentina,Colombia,1997,156.20000000000002
Argentina,Colombia,1998,141.0
Argentina,Colombia,1999,65.0
Argentina,Colombia,2000,75.4
Argentina,Colombia,2001,108.9
Argentina,Colombia,2002,119.5
Argentina,Colombia,2003,160.2
Argentina,Colombia,2004,184.70000000000002
Argentina,Colombia,2005,319.2
Argentina,Colombia,2006,442.90000000000003
Argentina,Colombia,2007,397.7
Argentina,Colombia,2008,456.3
Argentina,Colombia,2009,586.2
Argentina,Colombia,2010,753.4
Argentina,Colombia,2011,1015.0
Argentina,Colombia,2012,1287.8
Argentina,Colombia,2013,933.1
Argentina,Colombia,2014,501.2
Argentina,Colombia,2015,254.1
Argentina,Colombia,2016,291.59999999999997
Argentina,Colombia,2017,322.3
Argentina,Colombia,2018,487.49999999999994
Argentina,Colombia,2019,615.2
Argentina,Colombia,2020,368.6
Argentina,Costa Rica,1997,22.0
Argentina,Costa Rica,1998,17.1
Argentina,Costa Rica,1999,26.8
Argentina,Costa Rica,2000,28.1
Argentina,Costa Rica,2001,15.0
Argentina,Costa Rica,2002,18.1
Argentina,Costa Rica,2003,23.3
Argentina,Costa Rica,2004,35.199999999999996
Argentina,Costa Rica,2005,33.7
Argentina,Costa Rica,2006,45.199999999999996
Argentina,Costa Rica,2007,46.699999999999996
Argentina,Costa Rica,2008,37.6
Argentina,Costa Rica,2009,28.6
Argentina,Costa Rica,2010,43.6
Argentina,Costa Rica,2011,42.6
Argentina,Costa Rica,2012,51.8
Argentina,Costa Rica,2013,85.7
Argentina,Costa Rica,2014,29.2
Argentina,Costa Rica,2015,28.9
Argentina,Costa Rica,2016,29.0
Argentina,Costa Rica,2017,72.8
Argentina,Costa Rica,2018,78.5
Argentina,Costa Rica,2019,81.7
Argentina,Costa Rica,2020,67.39999999999999
Argentina,Croatia,1997,5.3
Argentina,Croatia,1998,1.5
Argentina,Croatia,1999,0.7000000000000001
Argentina,Croatia,2000,0.6
Argentina,Croatia,2001,3.3
Argentina,Croatia,2002,7.0
Argentina,Croatia,2003,5.6
Argentina,Croatia,2004,13.6
Argentina,Croatia,2005,33.3
Argentina,Croatia,2006,18.3
Argentina,Croatia,2007,5.6
Argentina,Croatia,2008,10.9
Argentina,Croatia,2009,7.4
Argentina,Croatia,2010,4.7
Argentina,Croatia,2011,5.5
Argentina,Croatia,2012,4.8
Argentina,Croatia,2013,21.900000000000002
Argentina,Croatia,2014,9.1
Argentina,Croatia,2015,8.8
Argentina,Croatia,2016,8.8
Argentina,Croatia,2017,2.6
Argentina,Croatia,2018,1.8
Argentina,Croatia,2019,1.0
Argentina,Croatia,2020,1.0
Argentina,Cyprus,1997,11.200000000000001
Argentina,Cyprus,1998,3.2
Argentina,Cyprus,1999,2.3000000000000003
Argentina,Cyprus,2000,2.5
Argentina,Cyprus,2001,4.6
Argentina,Cyprus,2002,12.7
Argentina,Cyprus,2003,11.5
Argentina,Cyprus,2004,9.2
Argentina,Cyprus,2005,1.9000000000000001
Argentina,Cyprus,2006,2.5
Argentina,Cyprus,2007,2.6
Argentina,Cyprus,2008,5.7
Argentina,Cyprus,2009,4.5
Argentina,Cyprus,2010,2.3
Argentina,Cyprus,2011,2.0
Argentina,Cyprus,2012,2.6
Argentina,Cyprus,2013,1.4000000000000001
Argentina,Cyprus,2014,1.5
Argentina,Cyprus,2015,2.1
Argentina,Cyprus,2016,1.7
Argentina,Cyprus,2017,1.5
Argentina,Cyprus,2018,1.7999999999999998
Argentina,Cyprus,2019,1.3
Argentina,Cyprus,2020,2.2
Argentina,Czech Republic,1997,5.2
Argentina,Czech Republic,1998,3.3
Argentina,Czech Republic,1999,6.9
Argentina,Czech Republic,2000,2.9
Argentina,Czech Republic,2001,13.4
Argentina,Czech Republic,2002,24.3
Argentina,Czech Republic,2003,13.6
Argentina,Czech Republic,2004,15.1
Argentina,Czech Republic,2005,27.9
Argentina,Czech Republic,2006,29.1
Argentina,Czech Republic,2007,27.5
Argentina,Czech Republic,2008,35.4
Argentina,Czech Republic,2009,24.5
Argentina,Czech Republic,2010,37.0
Argentina,Czech Republic,2011,48.5
Argentina,Czech Republic,2012,35.699999999999996
Argentina,Czech Republic,2013,20.5
Argentina,Czech Republic,2014,45.8
Argentina,Czech Republic,2015,53.3
Argentina,Czech Republic,2016,68.9
Argentina,Czech Republic,2017,48.4
Argentina,Czech Republic,2018,45.8
Argentina,Czech Republic,2019,25.5
Argentina,Czech Republic,2020,15.4
Argentina,Côte d’Ivoire,1997,6.4
Argentina,Côte d’Ivoire,1998,1.5
Argentina,Côte d’Ivoire,1999,0.8999999999999999
Argentina,Côte d’Ivoire,2000,0.9
Argentina,Côte d’Ivoire,2001,0.6000000000000001
Argentina,Côte d’Ivoire,2002,1.9000000000000001
Argentina,Côte d’Ivoire,2003,4.0
Argentina,Côte d’Ivoire,2004,3.6000000000000005
Argentina,Côte d’Ivoire,2005,8.0
Argentina,Côte d’Ivoire,2006,6.0
Argentina,Côte d’Ivoire,2007,9.6
Argentina,Côte d’Ivoire,2008,12.0
Argentina,Côte d’Ivoire,2009,9.0
Argentina,Côte d’Ivoire,2010,5.1000000000000005
Argentina,Côte d’Ivoire,2011,2.5
Argentina,Côte d’Ivoire,2012,16.9
Argentina,Côte d’Ivoire,2013,2.0999999999999996
Argentina,Côte d’Ivoire,2014,1.3
Argentina,Côte d’Ivoire,2015,1.8
Argentina,Côte d’Ivoire,2016,12.499999999999998
Argentina,Côte d’Ivoire,2017,23.8
Argentina,Côte d’Ivoire,2018,29.099999999999998
Argentina,Côte d’Ivoire,2019,7.7
Argentina,Côte d’Ivoire,2020,16.9
Argentina,Denmark,1997,12.3
Argentina,Denmark,1998,12.6
Argentina,Denmark,1999,13.9
Argentina,Denmark,2000,13.6
Argentina,Denmark,2001,14.6
Argentina,Denmark,2002,17.9
Argentina,Denmark,2003,18.9
Argentina,Denmark,2004,15.5
Argentina,Denmark,2005,16.4
Argentina,Denmark,2006,16.9
Argentina,Denmark,2007,15.3
Argentina,Denmark,2008,44.6
Argentina,Denmark,2009,20.700000000000003
Argentina,Denmark,2010,18.0
Argentina,Denmark,2011,18.3
Argentina,Denmark,2012,17.2
Argentina,Denmark,2013,13.799999999999999
Argentina,Denmark,2014,19.0
Argentina,Denmark,2015,13.4
Argentina,Denmark,2016,10.8
Argentina,Denmark,2017,13.3
Argentina,Denmark,2018,12.6
Argentina,Denmark,2019,11.7
Argentina,Denmark,2020,11.3
Argentina,Egypt,1997,138.3
Argentina,Egypt,1998,121.5
Argentina,Egypt,1999,27.4
Argentina,Egypt,2000,70.4
Argentina,Egypt,2001,54.0
Argentina,Egypt,2002,58.4
Argentina,Egypt,2003,62.699999999999996
Argentina,Egypt,2004,82.0
Argentina,Egypt,2005,184.9
Argentina,Egypt,2006,82.8
Argentina,Egypt,2007,180.79999999999998
Argentina,Egypt,2008,253.5
Argentina,Egypt,2009,280.7
Argentina,Egypt,2010,329.8
Argentina,Egypt,2011,459.5
Argentina,Egypt,2012,281.7
Argentina,Egypt,2013,588.4000000000001
Argentina,Egypt,2014,284.0
Argentina,Egypt,2015,273.9
Argentina,Egypt,2016,414.3
Argentina,Egypt,2017,361.1
Argentina,Egypt,2018,383.20000000000005
Argentina,Egypt,2019,457.59999999999997
Argentina,Egypt,2020,495.90000000000003
Argentina,Estonia,1997,0.2
Argentina,Estonia,1998,0.30000000000000004
Argentina,Estonia,1999,0.5
Argentina,Estonia,2000,2.5999999999999996
Argentina,Estonia,2001,4.8
Argentina,Estonia,2002,6.0
Argentina,Estonia,2003,1.6
Argentina,Estonia,2004,1.0
Argentina,Estonia,2005,1.0
Argentina,Estonia,2006,1.3
Argentina,Estonia,2007,1.8
Argentina,Estonia,2008,1.0
Argentina,Estonia,2009,1.5999999999999999
Argentina,Estonia,2010,0.7
Argentina,Estonia,2011,1.4
Argentina,Estonia,2012,1.5
Argentina,Estonia,2013,1.3
Argentina,Estonia,2014,0.7
Argentina,Estonia,2015,0.30000000000000004
Argentina,Estonia,2016,1.5
Argentina,Estonia,2017,0.5
Argentina,Estonia,2018,0.4
Argentina,Estonia,2019,0.5
Argentina,Estonia,2020,0.5
Argentina,Finland,1997,21.3
Argentina,Finland,1998,33.0
Argentina,Finland,1999,17.9
Argentina,Finland,2000,25.599999999999998
Argentina,Finland,2001,48.3
Argentina,Finland,2002,43.0
Argentina,Finland,2003,72.5
Argentina,Finland,2004,106.0
Argentina,Finland,2005,85.10000000000001
Argentina,Finland,2006,112.89999999999999
Argentina,Finland,2007,142.3
Argentina,Finland,2008,54.300000000000004
Argentina,Finland,2009,14.3
Argentina,Finland,2010,9.7
Argentina,Finland,2011,11.200000000000001
Argentina,Finland,2012,58.2
Argentina,Finland,2013,70.1
Argentina,Finland,2014,66.0
Argentina,Finland,2015,89.1
Argentina,Finland,2016,296.59999999999997
Argentina,Finland,2017,458.8
Argentina,Finland,2018,12.7
Argentina,Finland,2019,9.0
Argentina,Finland,2020,8.4
Argentina,France,1997,197.8
Argentina,France,1998,181.5
Argentina,France,1999,200.5
Argentina,France,2000,192.4
Argentina,France,2001,177.9
Argentina,France,2002,176.2
Argentina,France,2003,174.7
Argentina,France,2004,203.6
Argentina,France,2005,202.9
Argentina,France,2006,244.29999999999998
Argentina,France,2007,267.5
Argentina,France,2008,301.1
Argentina,France,2009,303.1
Argentina,France,2010,235.70000000000002
Argentina,France,2011,257.3
Argentina,France,2012,180.0
Argentina,France,2013,193.9
Argentina,France,2014,217.29999999999998
Argentina,France,2015,163.8
Argentina,France,2016,198.0
Argentina,France,2017,191.4
Argentina,France,2018,226.2
Argentina,France,2019,186.6
Argentina,France,2020,141.2
Argentina,Germany,1997,293.5
Argentina,Germany,1998,281.3
Argentina,Germany,1999,424.40000000000003
Argentina,Germany,2000,376.8
Argentina,Germany,2001,301.09999999999997
Argentina,Germany,2002,329.0
Argentina,Germany,2003,424.9
Argentina,Germany,2004,488.5
Argentina,Germany,2005,638.3
Argentina,Germany,2006,671.2
Argentina,Germany,2007,1117.7
Argentina,Germany,2008,1523.0
Argentina,Germany,2009,1110.6999999999998
Argentina,Germany,2010,1373.5
Argentina,Germany,2011,1945.4999999999998
Argentina,Germany,2012,1656.3
Argentina,Germany,2013,1432.0
Argentina,Germany,2014,1574.3999999999999
Argentina,Germany,2015,1268.3
Argentina,Germany,2016,1147.4
Argentina,Germany,2017,808.0
Argentina,Germany,2018,1629.6999999999998
Argentina,Germany,2019,995.4
Argentina,Germany,2020,701.4000000000001
Argentina,Greece,1997,20.4
Argentina,Greece,1998,22.3
Argentina,Greece,1999,22.6
Argentina,Greece,2000,38.5
Argentina,Greece,2001,22.0
Argentina,Greece,2002,36.0
Argentina,Greece,2003,42.9
Argentina,Greece,2004,64.2
Argentina,Greece,2005,39.2
Argentina,Greece,2006,37.199999999999996
Argentina,Greece,2007,65.7
Argentina,Greece,2008,92.6
Argentina,Greece,2009,88.7
Argentina,Greece,2010,44.0
Argentina,Greece,2011,27.1
Argentina,Greece,2012,22.3
Argentina,Greece,2013,18.2
Argentina,Greece,2014,17.4
Argentina,Greece,2015,9.700000000000001
Argentina,Greece,2016,13.1
Argentina,Greece,2017,15.2
Argentina,Greece,2018,17.6
Argentina,Greece,2019,13.6
Argentina,Greece,2020,16.2
Argentina,Hungary,1997,2.4000000000000004
Argentina,Hungary,1998,4.6
Argentina,Hungary,1999,4.4
Argentina,Hungary,2000,2.9
Argentina,Hungary,2001,2.8000000000000003
Argentina,Hungary,2002,4.5
Argentina,Hungary,2003,5.4
Argentina,Hungary,2004,3.9000000000000004
Argentina,Hungary,2005,2.5
Argentina,Hungary,2006,2.4000000000000004
Argentina,Hungary,2007,3.5
Argentina,Hungary,2008,13.6
Argentina,Hungary,2009,6.6
Argentina,Hungary,2010,4.1000000000000005
Argentina,Hungary,2011,5.5
Argentina,Hungary,2012,7.7
Argentina,Hungary,2013,7.6000000000000005
Argentina,Hungary,2014,7.2
Argentina,Hungary,2015,6.8
Argentina,Hungary,2016,8.7
Argentina,Hungary,2017,9.1
Argentina,Hungary,2018,11.4
Argentina,Hungary,2019,8.2
Argentina,Hungary,2020,7.5
Argentina,Iceland,1997,0.2
Argentina,Iceland,1999,0.1
Argentina,Iceland,2000,0.1
Argentina,Iceland,2001,0.1
Argentina,Iceland,2002,0.1
Argentina,Iceland,2003,0.1
Argentina,Iceland,2004,0.4
Argentina,Iceland,2005,0.8999999999999999
Argentina,Iceland,2006,1.6
Argentina,Iceland,2007,1.4000000000000001
Argentina,Iceland,2008,1.4
Argentina,Iceland,2009,1.5
Argentina,Iceland,2010,0.7
Argentina,Iceland,2011,1.2
Argentina,Iceland,2012,0.8
Argentina,Iceland,2013,0.7
Argentina,Iceland,2014,0.8
Argentina,Iceland,2015,0.4
Argentina,Iceland,2016,0.6000000000000001
Argentina,Iceland,2017,0.6000000000000001
Argentina,Iceland,2018,0.7999999999999999
Argentina,Iceland,2019,0.5
Argentina,Iceland,2020,0.1
Argentina,India,1997,31.6
Argentina,India,1998,62.4
Argentina,India,1999,34.8
Argentina,India,2000,73.1
Argentina,India,2001,59.9
Argentina,India,2002,45.3
Argentina,India,2003,103.8
Argentina,India,2004,117.7
Argentina,India,2005,108.30000000000001
Argentina,India,2006,266.5
Argentina,India,2007,141.2
Argentina,India,2008,162.3
Argentina,India,2009,92.1
Argentina,India,2010,137.5
Argentina,India,2011,162.8
Argentina,India,2012,163.39999999999998
Argentina,India,2013,257.5
Argentina,India,2014,479.1
Argentina,India,2015,252.89999999999998
Argentina,India,2016,151.0
Argentina,India,2017,291.8
Argentina,India,2018,171.5
Argentina,India,2019,231.8
Argentina,India,2020,169.79999999999998
Argentina,Indonesia,1997,144.0
Argentina,Indonesia,1998,46.5
Argentina,Indonesia,1999,50.5
Argentina,Indonesia,2000,52.7
Argentina,Indonesia,2001,22.5
Argentina,Indonesia,2002,42.300000000000004
Argentina,Indonesia,2003,28.400000000000002
Argentina,Indonesia,2004,149.0
Argentina,Indonesia,2005,176.9
Argentina,Indonesia,2006,201.7
Argentina,Indonesia,2007,106.10000000000001
Argentina,Indonesia,2008,84.7
Argentina,Indonesia,2009,85.89999999999999
Argentina,Indonesia,2010,281.7
Argentina,Indonesia,2011,461.2
Argentina,Indonesia,2012,248.0
Argentina,Indonesia,2013,228.5
Argentina,Indonesia,2014,294.7
Argentina,Indonesia,2015,333.6
Argentina,Indonesia,2016,243.0
Argentina,Indonesia,2017,92.7
Argentina,Indonesia,2018,294.90000000000003
Argentina,Indonesia,2019,569.4
Argentina,Indonesia,2020,505.3
Argentina,Ireland,1997,4.7
Argentina,Ireland,1998,4.6
Argentina,Ireland,1999,5.0
Argentina,Ireland,2000,7.2
Argentina,Ireland,2001,5.4
Argentina,Ireland,2002,7.0
Argentina,Ireland,2003,7.6
Argentina,Ireland,2004,10.7
Argentina,Ireland,2005,15.9
Argentina,Ireland,2006,20.1
Argentina,Ireland,2007,24.2
Argentina,Ireland,2008,23.8
Argentina,Ireland,2009,17.599999999999998
Argentina,Ireland,2010,21.5
Argentina,Ireland,2011,46.9
Argentina,Ireland,2012,36.900000000000006
Argentina,Ireland,2013,45.4
Argentina,Ireland,2014,23.9
Argentina,Ireland,2015,49.599999999999994
Argentina,Ireland,2016,49.1
Argentina,Ireland,2017,49.4
Argentina,Ireland,2018,76.6
Argentina,Ireland,2019,91.89999999999999
Argentina,Ireland,2020,132.60000000000002
Argentina,Israel,1997,10.5
Argentina,Israel,1998,27.4
Argentina,Israel,1999,15.1
Argentina,Israel,2000,8.6
Argentina,Israel,2001,14.6
