reference_area,counterpart_area,TIME_PERIOD,OBS_VALUE
Italy,Cameroon,2015,136.6
Italy,Cameroon,2016,129.29999999999998
Italy,Cameroon,2017,128.6
Italy,Cameroon,2018,135.29999999999998
Italy,Cameroon,2019,105.3
Italy,Cameroon,2020,96.3
Italy,Canada,1997,1850.5
Italy,Canada,1998,1850.0
Italy,Canada,1999,1969.1000000000001
Italy,Canada,2000,1999.5
Italy,Canada,2001,2070.0
Italy,Canada,2002,2143.0
Italy,Canada,2003,2586.5
Italy,Canada,2004,2814.9
Italy,Canada,2005,3036.8
Italy,Canada,2006,3385.0
Italy,Canada,2007,3795.7
Italy,Canada,2008,3910.6
Italy,Canada,2009,2792.8
Italy,Canada,2010,3133.6
Italy,Canada,2011,3696.5
Italy,Canada,2012,3558.9
Italy,Canada,2013,3900.2
Italy,Canada,2014,3871.2
Italy,Canada,2015,3629.8
Italy,Canada,2016,3648.2
Italy,Canada,2017,4000.8
Italy,Canada,2018,4637.900000000001
Italy,Canada,2019,4797.6
Italy,Canada,2020,4465.4
Italy,Chile,1997,779.3
Italy,Chile,1998,714.5
Italy,Chile,1999,630.5
Italy,Chile,2000,516.7
Italy,Chile,2001,522.5
Italy,Chile,2002,410.9
Italy,Chile,2003,442.6
Italy,Chile,2004,477.3
Italy,Chile,2005,472.7
Italy,Chile,2006,598.7
Italy,Chile,2007,663.1
Italy,Chile,2008,704.2
Italy,Chile,2009,597.9
Italy,Chile,2010,762.4
Italy,Chile,2011,985.5
Italy,Chile,2012,1014.4
Italy,Chile,2013,1116.3
Italy,Chile,2014,1101.0
Italy,Chile,2015,1051.3
Italy,Chile,2016,1045.8
Italy,Chile,2017,1083.2
Italy,Chile,2018,1169.7
Italy,Chile,2019,1164.2
Italy,Chile,2020,869.8
Italy,China,1997,2384.9
Italy,China,1998,2110.7
Italy,China,1999,2278.5
Italy,China,2000,2466.1
Italy,China,2001,3131.5
Italy,China,2002,3722.2999999999997
Italy,China,2003,4511.1
Italy,China,2004,5633.2
Italy,China,2005,5581.6
Italy,China,2006,6499.0
Italy,China,2007,7533.7
Italy,China,2008,9603.7
Italy,China,2009,7637.799999999999
Italy,China,2010,9288.9
Italy,China,2011,12901.2
Italy,China,2012,11760.800000000001
Italy,China,2013,13423.800000000001
Italy,China,2014,15437.6
Italy,China,2015,12641.1
Italy,China,2016,12244.1
Italy,China,2017,14691.7
Italy,China,2018,15903.6
Italy,China,2019,16333.8
Italy,China,2020,17871.0
Italy,Chinese Taipei,1997,1472.4
Italy,Chinese Taipei,1998,1332.5
Italy,Chinese Taipei,1999,1163.9
Italy,Chinese Taipei,2000,1257.8
Italy,Chinese Taipei,2001,1115.2
Italy,Chinese Taipei,2002,1167.4
Italy,Chinese Taipei,2003,1263.8
Italy,Chinese Taipei,2004,1495.1
Italy,Chinese Taipei,2005,1643.7
Italy,Chinese Taipei,2006,1835.9
Italy,Chinese Taipei,2007,1881.1
Italy,Chinese Taipei,2008,2179.0
Italy,Chinese Taipei,2009,1846.8999999999999
Italy,Chinese Taipei,2010,1979.4
Italy,Chinese Taipei,2011,2440.2999999999997
Italy,Chinese Taipei,2012,2104.1
Italy,Chinese Taipei,2013,2162.1
Italy,Chinese Taipei,2014,2119.3
Italy,Chinese Taipei,2015,1731.2
Italy,Chinese Taipei,2016,1638.3
Italy,Chinese Taipei,2017,1891.3
Italy,Chinese Taipei,2018,1933.5
Italy,Chinese Taipei,2019,1754.3
Italy,Chinese Taipei,2020,1637.5
Italy,Colombia,1997,462.8
Italy,Colombia,1998,463.59999999999997
Italy,Colombia,1999,271.5
Italy,Colombia,2000,249.8
Italy,Colombia,2001,311.2
Italy,Colombia,2002,305.5
Italy,Colombia,2003,322.3
Italy,Colombia,2004,289.3
Italy,Colombia,2005,385.8
Italy,Colombia,2006,447.9
Italy,Colombia,2007,575.0
Italy,Colombia,2008,602.9
Italy,Colombia,2009,502.8
Italy,Colombia,2010,571.3
Italy,Colombia,2011,704.3
Italy,Colombia,2012,929.8
Italy,Colombia,2013,952.0
Italy,Colombia,2014,891.0
Italy,Colombia,2015,695.7
Italy,Colombia,2016,679.0
Italy,Colombia,2017,645.6
Italy,Colombia,2018,718.2
Italy,Colombia,2019,693.2
Italy,Colombia,2020,514.0
Italy,Costa Rica,1997,61.0
Italy,Costa Rica,1998,60.6
Italy,Costa Rica,1999,54.1
Italy,Costa Rica,2000,49.7
Italy,Costa Rica,2001,50.3
Italy,Costa Rica,2002,56.5
Italy,Costa Rica,2003,80.4
Italy,Costa Rica,2004,62.1
Italy,Costa Rica,2005,62.2
Italy,Costa Rica,2006,73.5
Italy,Costa Rica,2007,102.4
Italy,Costa Rica,2008,120.2
Italy,Costa Rica,2009,74.2
Italy,Costa Rica,2010,102.1
Italy,Costa Rica,2011,95.7
Italy,Costa Rica,2012,110.7
Italy,Costa Rica,2013,133.8
Italy,Costa Rica,2014,149.1
Italy,Costa Rica,2015,129.0
Italy,Costa Rica,2016,144.9
Italy,Costa Rica,2017,146.0
Italy,Costa Rica,2018,153.1
Italy,Costa Rica,2019,136.5
Italy,Costa Rica,2020,127.8
Italy,Croatia,1997,1046.0
Italy,Croatia,1998,804.8
Italy,Croatia,1999,626.7
Italy,Croatia,2000,648.1999999999999
Italy,Croatia,2001,773.9
Italy,Croatia,2002,999.4
Italy,Croatia,2003,1424.5
Italy,Croatia,2004,1567.9
Italy,Croatia,2005,1638.2
Italy,Croatia,2006,1853.2
Italy,Croatia,2007,2172.2
Italy,Croatia,2008,2776.8
Italy,Croatia,2009,2000.7
Italy,Croatia,2010,1519.2
Italy,Croatia,2011,1748.1
Italy,Croatia,2012,1459.2
Italy,Croatia,2013,1536.6
Italy,Croatia,2014,1665.4
Italy,Croatia,2015,1420.9
Italy,Croatia,2016,1197.8
Italy,Croatia,2017,1404.4
Italy,Croatia,2018,1572.7
Italy,Croatia,2019,1714.3
Italy,Croatia,2020,1398.0
Italy,Cyprus,1997,263.7
Italy,Cyprus,1998,254.1
Italy,Cyprus,1999,249.9
Italy,Cyprus,2000,238.5
Italy,Cyprus,2001,271.8
Italy,Cyprus,2002,318.7
Italy,Cyprus,2003,366.7
Italy,Cyprus,2004,407.0
Italy,Cyprus,2005,403.4
Italy,Cyprus,2006,475.2
Italy,Cyprus,2007,514.8
Italy,Cyprus,2008,696.5
Italy,Cyprus,2009,508.5
Italy,Cyprus,2010,398.6
Italy,Cyprus,2011,404.3
Italy,Cyprus,2012,308.8
Italy,Cyprus,2013,225.6
Italy,Cyprus,2014,243.20000000000002
Italy,Cyprus,2015,197.29999999999998
Italy,Cyprus,2016,218.5
Italy,Cyprus,2017,285.1
Italy,Cyprus,2018,358.7
Italy,Cyprus,2019,343.5
Italy,Cyprus,2020,317.2
Italy,Czech Republic,1997,994.8
Italy,Czech Republic,1998,955.6
Italy,Czech Republic,1999,988.8
Italy,Czech Republic,2000,1085.3999999999999
Italy,Czech Republic,2001,1242.9
Italy,Czech Republic,2002,1337.7
Italy,Czech Republic,2003,1532.7
Italy,Czech Republic,2004,2183.9
Italy,Czech Republic,2005,2365.6
Italy,Czech Republic,2006,2822.1
Italy,Czech Republic,2007,3514.2
Italy,Czech Republic,2008,4042.4
Italy,Czech Republic,2009,2770.7000000000003
Italy,Czech Republic,2010,2905.2
Italy,Czech Republic,2011,3474.3
Italy,Czech Republic,2012,3296.8
Italy,Czech Republic,2013,3363.3
Italy,Czech Republic,2014,3614.2
Italy,Czech Republic,2015,3209.4
Italy,Czech Republic,2016,3410.5
Italy,Czech Republic,2017,3687.7000000000003
Italy,Czech Republic,2018,4179.1
Italy,Czech Republic,2019,3764.4
Italy,Czech Republic,2020,3445.4
Italy,Côte d’Ivoire,1997,73.9
Italy,Côte d’Ivoire,1998,89.8
Italy,Côte d’Ivoire,1999,89.1
Italy,Côte d’Ivoire,2000,72.1
Italy,Côte d’Ivoire,2001,82.0
Italy,Côte d’Ivoire,2002,92.5
Italy,Côte d’Ivoire,2003,106.1
Italy,Côte d’Ivoire,2004,100.8
Italy,Côte d’Ivoire,2005,130.5
Italy,Côte d’Ivoire,2006,107.7
Italy,Côte d’Ivoire,2007,131.9
Italy,Côte d’Ivoire,2008,153.4
Italy,Côte d’Ivoire,2009,129.0
Italy,Côte d’Ivoire,2010,140.5
Italy,Côte d’Ivoire,2011,121.4
Italy,Côte d’Ivoire,2012,154.8
Italy,Côte d’Ivoire,2013,128.0
Italy,Côte d’Ivoire,2014,141.4
Italy,Côte d’Ivoire,2015,196.1
Italy,Côte d’Ivoire,2016,115.39999999999999
Italy,Côte d’Ivoire,2017,112.6
Italy,Côte d’Ivoire,2018,130.9
Italy,Côte d’Ivoire,2019,114.9
Italy,Côte d’Ivoire,2020,114.9
Italy,Denmark,1997,1172.6000000000001
Italy,Denmark,1998,1276.8
Italy,Denmark,1999,1216.5
Italy,Denmark,2000,1052.3
Italy,Denmark,2001,1083.5
Italy,Denmark,2002,1051.0
Italy,Denmark,2003,1216.6
Italy,Denmark,2004,1435.3
Italy,Denmark,2005,1624.9
Italy,Denmark,2006,1912.3
Italy,Denmark,2007,2289.5
Italy,Denmark,2008,2401.6
Italy,Denmark,2009,1335.6
Italy,Denmark,2010,1292.6999999999998
Italy,Denmark,2011,1620.5
Italy,Denmark,2012,1551.2
Italy,Denmark,2013,1494.0
Italy,Denmark,2014,1673.0
Italy,Denmark,2015,1399.1000000000001
Italy,Denmark,2016,1360.2
Italy,Denmark,2017,1516.4
Italy,Denmark,2018,1609.5
Italy,Denmark,2019,1464.1
Italy,Denmark,2020,1405.2
Italy,Egypt,1997,827.5
Italy,Egypt,1998,992.4
Italy,Egypt,1999,946.0999999999999
Italy,Egypt,2000,974.2
Italy,Egypt,2001,717.2
Italy,Egypt,2002,743.3
Italy,Egypt,2003,680.9
Italy,Egypt,2004,902.5
Italy,Egypt,2005,1134.2
Italy,Egypt,2006,1319.2
Italy,Egypt,2007,1840.1999999999998
Italy,Egypt,2008,2716.0
Italy,Egypt,2009,2062.0
Italy,Egypt,2010,1978.5
Italy,Egypt,2011,2200.0
Italy,Egypt,2012,2111.9
Italy,Egypt,2013,2154.8
Italy,Egypt,2014,1860.6000000000001
Italy,Egypt,2015,1767.4
Italy,Egypt,2016,1720.3
Italy,Egypt,2017,2409.5
Italy,Egypt,2018,2301.1
Italy,Egypt,2019,2257.2000000000003
Italy,Egypt,2020,2214.5
Italy,Estonia,1997,70.5
Italy,Estonia,1998,81.6
Italy,Estonia,1999,66.4
Italy,Estonia,2000,37.1
Italy,Estonia,2001,57.6
Italy,Estonia,2002,106.8
Italy,Estonia,2003,102.6
Italy,Estonia,2004,145.3
Italy,Estonia,2005,158.0
Italy,Estonia,2006,218.6
Italy,Estonia,2007,272.7
Italy,Estonia,2008,261.3
Italy,Estonia,2009,145.8
Italy,Estonia,2010,165.70000000000002
Italy,Estonia,2011,208.4
Italy,Estonia,2012,212.0
Italy,Estonia,2013,230.6
Italy,Estonia,2014,259.7
Italy,Estonia,2015,203.8
Italy,Estonia,2016,218.8
Italy,Estonia,2017,239.0
Italy,Estonia,2018,266.8
Italy,Estonia,2019,258.4
Italy,Estonia,2020,254.5
Italy,Finland,1997,958.1
Italy,Finland,1998,1034.9
Italy,Finland,1999,885.5
Italy,Finland,2000,837.6
Italy,Finland,2001,880.1
Italy,Finland,2002,949.6999999999999
Italy,Finland,2003,1224.3
Italy,Finland,2004,1396.2
Italy,Finland,2005,1422.8
Italy,Finland,2006,1493.9
Italy,Finland,2007,1740.1
Italy,Finland,2008,2081.8
Italy,Finland,2009,1290.5
Italy,Finland,2010,1374.8
Italy,Finland,2011,1608.1000000000001
Italy,Finland,2012,1432.3
Italy,Finland,2013,1429.2
Italy,Finland,2014,1315.6
Italy,Finland,2015,1080.9
Italy,Finland,2016,1152.0
Italy,Finland,2017,1205.2
Italy,Finland,2018,1369.3999999999999
Italy,Finland,2019,1314.4
Italy,Finland,2020,1232.4
Italy,France,1997,19055.1
Italy,France,1998,20688.4
Italy,France,1999,20256.5
Italy,France,2000,19637.9
Italy,France,2001,20097.3
Italy,France,2002,20382.8
Italy,France,2003,24796.0
Italy,France,2004,29262.9
Italy,France,2005,30424.600000000002
Italy,France,2006,33304.4
Italy,France,2007,38785.8
Italy,France,2008,42257.2
Italy,France,2009,29784.800000000003
Italy,France,2010,30969.100000000002
Italy,France,2011,35325.8
Italy,France,2012,31803.1
Italy,France,2013,32003.2
Italy,France,2014,32399.800000000003
Italy,France,2015,27495.600000000002
Italy,France,2016,27462.5
Italy,France,2017,30464.3
Italy,France,2018,33626.7
Italy,France,2019,31686.2
Italy,France,2020,31020.100000000002
Italy,Germany,1997,20773.4
Italy,Germany,1998,21441.1
Italy,Germany,1999,20236.3
Italy,Germany,2000,19252.7
Italy,Germany,2001,18037.9
Italy,Germany,2002,17137.1
Italy,Germany,2003,20853.6
Italy,Germany,2004,24089.3
Italy,Germany,2005,24902.8
Italy,Germany,2006,28927.1
Italy,Germany,2007,32585.5
Italy,Germany,2008,35097.7
Italy,Germany,2009,25031.5
Italy,Germany,2010,30346.2
Italy,Germany,2011,37419.0
Italy,Germany,2012,33615.9
Italy,Germany,2013,33327.5
Italy,Germany,2014,33751.2
Italy,Germany,2015,28448.2
Italy,Germany,2016,28943.8
Italy,Germany,2017,31490.2
Italy,Germany,2018,36212.4
Italy,Germany,2019,33006.3
Italy,Germany,2020,31105.6
Italy,Greece,1997,3248.4
Italy,Greece,1998,3684.2
Italy,Greece,1999,3628.2999999999997
Italy,Greece,2000,3545.1
Italy,Greece,2001,3558.9
Italy,Greece,2002,3575.6
Italy,Greece,2003,4916.2
Italy,Greece,2004,5999.9
Italy,Greece,2005,5740.5
Italy,Greece,2006,6383.4
Italy,Greece,2007,8087.5
Italy,Greece,2008,8846.4
Italy,Greece,2009,5960.799999999999
Italy,Greece,2010,4456.2
Italy,Greece,2011,3697.4
Italy,Greece,2012,2982.1
Italy,Greece,2013,2820.0
Italy,Greece,2014,2784.9
Italy,Greece,2015,2230.9
Italy,Greece,2016,2407.6
Italy,Greece,2017,2751.4
Italy,Greece,2018,3100.9
Italy,Greece,2019,2971.7999999999997
Italy,Greece,2020,2646.3
Italy,Hungary,1997,963.3000000000001
Italy,Hungary,1998,1228.3
Italy,Hungary,1999,1365.8
Italy,Hungary,2000,1719.7
Italy,Hungary,2001,1927.4
Italy,Hungary,2002,2128.0
Italy,Hungary,2003,2568.5
Italy,Hungary,2004,2763.4
Italy,Hungary,2005,2544.6
Italy,Hungary,2006,2672.1
Italy,Hungary,2007,3174.2
Italy,Hungary,2008,3751.4
Italy,Hungary,2009,2442.8
Italy,Hungary,2010,2802.8999999999996
Italy,Hungary,2011,3098.8
Italy,Hungary,2012,2907.0
Italy,Hungary,2013,3090.2000000000003
Italy,Hungary,2014,3198.2
Italy,Hungary,2015,2778.7
Italy,Hungary,2016,2972.2000000000003
Italy,Hungary,2017,3296.5
Italy,Hungary,2018,3758.6
Italy,Hungary,2019,3515.4
Italy,Hungary,2020,3263.0
Italy,Iceland,1997,44.4
Italy,Iceland,1998,54.0
Italy,Iceland,1999,59.9
Italy,Iceland,2000,60.1
Italy,Iceland,2001,53.1
Italy,Iceland,2002,47.199999999999996
Italy,Iceland,2003,87.5
Italy,Iceland,2004,109.4
Italy,Iceland,2005,128.4
Italy,Iceland,2006,141.4
Italy,Iceland,2007,181.8
Italy,Iceland,2008,141.4
Italy,Iceland,2009,114.80000000000001
Italy,Iceland,2010,145.5
Italy,Iceland,2011,209.60000000000002
Italy,Iceland,2012,239.9
Italy,Iceland,2013,235.6
Italy,Iceland,2014,235.4
Italy,Iceland,2015,207.9
Italy,Iceland,2016,247.4
Italy,Iceland,2017,301.6
Italy,Iceland,2018,308.9
Italy,Iceland,2019,232.2
Italy,Iceland,2020,216.1
Italy,India,1997,1137.3
Italy,India,1998,1236.9
Italy,India,1999,1065.5
Italy,India,2000,963.5
Italy,India,2001,1179.1000000000001
Italy,India,2002,1228.0
Italy,India,2003,1672.0
Italy,India,2004,2218.4
Italy,India,2005,2716.9
Italy,India,2006,3476.2000000000003
Italy,India,2007,5712.7
Italy,India,2008,6366.7
Italy,India,2009,5226.8
Italy,India,2010,6309.599999999999
Italy,India,2011,7782.7
Italy,India,2012,7007.5
Italy,India,2013,5405.2
Italy,India,2014,5841.799999999999
Italy,India,2015,5677.9
Italy,India,2016,5153.8
Italy,India,2017,6028.8
Italy,India,2018,6246.1
Italy,India,2019,5778.8
Italy,India,2020,4814.2
Italy,Indonesia,1997,784.0
Italy,Indonesia,1998,391.4
Italy,Indonesia,1999,281.2
Italy,Indonesia,2000,385.5
Italy,Indonesia,2001,474.5
Italy,Indonesia,2002,502.3
Italy,Indonesia,2003,473.6
Italy,Indonesia,2004,681.5
Italy,Indonesia,2005,792.0
Italy,Indonesia,2006,933.4
Italy,Indonesia,2007,1153.1
Italy,Indonesia,2008,1143.5
Italy,Indonesia,2009,721.4
Italy,Indonesia,2010,848.9
Italy,Indonesia,2011,1157.1
Italy,Indonesia,2012,1451.4
Italy,Indonesia,2013,1731.8
Italy,Indonesia,2014,1711.2
Italy,Indonesia,2015,1227.4
Italy,Indonesia,2016,1238.3000000000002
Italy,Indonesia,2017,1470.1
Italy,Indonesia,2018,1583.0
Italy,Indonesia,2019,1492.8999999999999
Italy,Indonesia,2020,1249.5
Italy,Ireland,1997,474.0
Italy,Ireland,1998,530.6999999999999
Italy,Ireland,1999,603.5
Italy,Ireland,2000,579.9
Italy,Ireland,2001,640.8
Italy,Ireland,2002,626.4
Italy,Ireland,2003,697.8
Italy,Ireland,2004,875.7
Italy,Ireland,2005,1050.0
Italy,Ireland,2006,1507.3
Italy,Ireland,2007,1484.0
Italy,Ireland,2008,1451.0
Italy,Ireland,2009,1027.8
Italy,Ireland,2010,880.4000000000001
Italy,Ireland,2011,904.3
Italy,Ireland,2012,950.5
Italy,Ireland,2013,1092.5
Italy,Ireland,2014,1155.3
Italy,Ireland,2015,1353.2
Italy,Ireland,2016,1560.3
Italy,Ireland,2017,1826.9
Italy,Ireland,2018,1634.6000000000001
Italy,Ireland,2019,1853.5
Italy,Ireland,2020,2252.4
Italy,Israel,1997,1531.1
Italy,Israel,1998,1337.7
Italy,Israel,1999,1352.3
Italy,Israel,2000,1559.4
Italy,Israel,2001,1393.7
Italy,Israel,2002,1248.3
Italy,Israel,2003,1259.6
Italy,Israel,2004,1604.7
Italy,Israel,2005,1930.9
Italy,Israel,2006,2019.1
Italy,Israel,2007,2320.7
Italy,Israel,2008,2418.7
Italy,Israel,2009,1844.0
Italy,Israel,2010,2151.7
Italy,Israel,2011,2665.9
Italy,Israel,2012,2290.9
Italy,Israel,2013,2553.4
Italy,Israel,2014,2428.6
Italy,Israel,2015,1894.6
Italy,Israel,2016,1887.7
Italy,Israel,2017,1988.9
Italy,Israel,2018,2058.4
Italy,Israel,2019,1962.3
Italy,Israel,2020,1854.4
Italy,Japan,1997,4523.9
Italy,Japan,1998,3532.4
Italy,Japan,1999,3528.2999999999997
Italy,Japan,2000,3905.3999999999996
Italy,Japan,2001,3932.2
Italy,Japan,2002,3866.8
Italy,Japan,2003,4377.2
Italy,Japan,2004,5086.7
Italy,Japan,2005,5412.4
Italy,Japan,2006,5032.3
Italy,Japan,2007,5130.7
Italy,Japan,2008,5928.900000000001
Italy,Japan,2009,4218.2
Italy,Japan,2010,4337.5
Italy,Japan,2011,4999.0
Italy,Japan,2012,5231.6
Italy,Japan,2013,5193.400000000001
Italy,Japan,2014,4819.4
Italy,Japan,2015,4278.0
Italy,Japan,2016,4557.7
Italy,Japan,2017,4766.900000000001
Italy,Japan,2018,5314.7
Italy,Japan,2019,5387.6
Italy,Japan,2020,4527.4
Italy,Jordan,1997,155.9
Italy,Jordan,1998,126.1
Italy,Jordan,1999,104.39999999999999
Italy,Jordan,2000,95.1
Italy,Jordan,2001,106.1
Italy,Jordan,2002,117.1
Italy,Jordan,2003,133.1
Italy,Jordan,2004,193.20000000000002
Italy,Jordan,2005,206.79999999999998
Italy,Jordan,2006,265.7
Italy,Jordan,2007,304.4
Italy,Jordan,2008,355.4
Italy,Jordan,2009,251.5
Italy,Jordan,2010,262.7
Italy,Jordan,2011,394.9
Italy,Jordan,2012,397.9
Italy,Jordan,2013,475.40000000000003
Italy,Jordan,2014,493.5
Italy,Jordan,2015,546.8
Italy,Jordan,2016,668.4
Italy,Jordan,2017,585.1
Italy,Jordan,2018,432.5
Italy,Jordan,2019,400.6
Italy,Jordan,2020,407.59999999999997
Italy,Kazakhstan,1997,83.0
Italy,Kazakhstan,1998,91.5
Italy,Kazakhstan,1999,102.89999999999999
Italy,Kazakhstan,2000,94.3
Italy,Kazakhstan,2001,172.1
Italy,Kazakhstan,2002,162.1
Italy,Kazakhstan,2003,218.2
Italy,Kazakhstan,2004,354.6
Italy,Kazakhstan,2005,587.1
Italy,Kazakhstan,2006,991.5999999999999
Italy,Kazakhstan,2007,787.8
Italy,Kazakhstan,2008,901.1
Italy,Kazakhstan,2009,2057.2
Italy,Kazakhstan,2010,1617.8999999999999
Italy,Kazakhstan,2011,1062.6
Italy,Kazakhstan,2012,885.0
Italy,Kazakhstan,2013,823.1999999999999
Italy,Kazakhstan,2014,901.7
Italy,Kazakhstan,2015,1082.1
Italy,Kazakhstan,2016,773.3
Italy,Kazakhstan,2017,724.4
Italy,Kazakhstan,2018,1232.7
Italy,Kazakhstan,2019,1167.0
Italy,Kazakhstan,2020,608.4
Italy,Laos,1997,18.3
Italy,Laos,1998,17.5
Italy,Laos,1999,20.6
Italy,Laos,2000,25.0
Italy,Laos,2001,25.7
Italy,Laos,2002,24.3
Italy,Laos,2003,21.9
Italy,Laos,2004,27.7
Italy,Laos,2005,35.1
Italy,Laos,2006,45.6
Italy,Laos,2007,62.300000000000004
Italy,Laos,2008,76.10000000000001
Italy,Laos,2009,64.7
Italy,Laos,2010,2.4
Italy,Laos,2011,0.8
Italy,Laos,2012,1.5
Italy,Laos,2013,2.5
Italy,Laos,2014,3.2
Italy,Laos,2015,4.0
Italy,Laos,2016,0.8999999999999999
Italy,Laos,2017,4.5
Italy,Laos,2018,3.8000000000000003
Italy,Laos,2019,3.6
Italy,Laos,2020,4.2
Italy,Latvia,1997,52.8
Italy,Latvia,1998,70.1
Italy,Latvia,1999,61.5
Italy,Latvia,2000,69.4
Italy,Latvia,2001,93.9
Italy,Latvia,2002,102.0
Italy,Latvia,2003,144.5
Italy,Latvia,2004,158.3
Italy,Latvia,2005,188.7
Italy,Latvia,2006,279.1
Italy,Latvia,2007,391.5
Italy,Latvia,2008,303.0
Italy,Latvia,2009,169.4
Italy,Latvia,2010,185.79999999999998
Italy,Latvia,2011,261.8
Italy,Latvia,2012,290.09999999999997
Italy,Latvia,2013,283.3
Italy,Latvia,2014,273.0
Italy,Latvia,2015,217.0
Italy,Latvia,2016,200.0
Italy,Latvia,2017,240.5
Italy,Latvia,2018,244.4
Italy,Latvia,2019,247.4
Italy,Latvia,2020,235.8
Italy,Lithuania,1997,85.2
Italy,Lithuania,1998,96.7
Italy,Lithuania,1999,71.60000000000001
Italy,Lithuania,2000,98.2
Italy,Lithuania,2001,132.9
Italy,Lithuania,2002,163.9
Italy,Lithuania,2003,218.7
Italy,Lithuania,2004,211.3
Italy,Lithuania,2005,222.5
Italy,Lithuania,2006,339.5
Italy,Lithuania,2007,520.1
Italy,Lithuania,2008,501.9
Italy,Lithuania,2009,257.59999999999997
Italy,Lithuania,2010,275.6
Italy,Lithuania,2011,355.1
Italy,Lithuania,2012,398.5
Italy,Lithuania,2013,506.2
Italy,Lithuania,2014,576.1
Italy,Lithuania,2015,556.5
Italy,Lithuania,2016,632.0
Italy,Lithuania,2017,684.9
Italy,Lithuania,2018,765.5
Italy,Lithuania,2019,725.0
Italy,Lithuania,2020,706.0
Italy,Luxembourg,1997,170.6
Italy,Luxembourg,1998,220.2
Italy,Luxembourg,1999,114.6
Italy,Luxembourg,2000,102.89999999999999
Italy,Luxembourg,2001,99.1
Italy,Luxembourg,2002,120.4
Italy,Luxembourg,2003,155.79999999999998
Italy,Luxembourg,2004,220.1
Italy,Luxembourg,2005,269.7
Italy,Luxembourg,2006,261.59999999999997
Italy,Luxembourg,2007,271.3
Italy,Luxembourg,2008,271.8
Italy,Luxembourg,2009,196.0
Italy,Luxembourg,2010,210.3
Italy,Luxembourg,2011,217.9
Italy,Luxembourg,2012,238.4
Italy,Luxembourg,2013,264.4
Italy,Luxembourg,2014,239.6
Italy,Luxembourg,2015,236.20000000000002
Italy,Luxembourg,2016,219.7
Italy,Luxembourg,2017,244.70000000000002
Italy,Luxembourg,2018,301.5
Italy,Luxembourg,2019,277.2
Italy,Luxembourg,2020,255.6
Italy,Malaysia,1997,718.1999999999999
Italy,Malaysia,1998,376.7
Italy,Malaysia,1999,339.0
Italy,Malaysia,2000,334.59999999999997
Italy,Malaysia,2001,482.5
Italy,Malaysia,2002,385.7
Italy,Malaysia,2003,331.8
Italy,Malaysia,2004,480.6
Italy,Malaysia,2005,651.6
Italy,Malaysia,2006,533.1
Italy,Malaysia,2007,691.8
Italy,Malaysia,2008,840.7
Italy,Malaysia,2009,648.5
Italy,Malaysia,2010,694.7
Italy,Malaysia,2011,729.1999999999999
Italy,Malaysia,2012,805.8
Italy,Malaysia,2013,1016.3
Italy,Malaysia,2014,953.4
Italy,Malaysia,2015,653.6
Italy,Malaysia,2016,568.3
Italy,Malaysia,2017,709.7
Italy,Malaysia,2018,834.0
Italy,Malaysia,2019,843.5
Italy,Malaysia,2020,800.1
Italy,Malta,1997,212.9
Italy,Malta,1998,229.1
Italy,Malta,1999,212.0
Italy,Malta,2000,261.9
Italy,Malta,2001,212.9
Italy,Malta,2002,244.1
Italy,Malta,2003,379.09999999999997
Italy,Malta,2004,416.3
Italy,Malta,2005,557.1
Italy,Malta,2006,606.8000000000001
Italy,Malta,2007,584.0
Italy,Malta,2008,875.1999999999999
Italy,Malta,2009,626.1
Italy,Malta,2010,584.1
Italy,Malta,2011,583.2
Italy,Malta,2012,618.6
Italy,Malta,2013,568.0
Italy,Malta,2014,468.09999999999997
Italy,Malta,2015,465.0
Italy,Malta,2016,423.9
Italy,Malta,2017,460.40000000000003
Italy,Malta,2018,504.5
Italy,Malta,2019,452.7
Italy,Malta,2020,409.3
Italy,Mexico,1997,863.6
Italy,Mexico,1998,1239.3
Italy,Mexico,1999,1263.3
Italy,Mexico,2000,1572.0
Italy,Mexico,2001,1844.4
Italy,Mexico,2002,1877.4
Italy,Mexico,2003,2220.4
Italy,Mexico,2004,2507.6
Italy,Mexico,2005,3106.1
Italy,Mexico,2006,3683.7
Italy,Mexico,2007,4696.4
Italy,Mexico,2008,4434.6
Italy,Mexico,2009,3022.5
Italy,Mexico,2010,3784.6
Italy,Mexico,2011,4483.9
Italy,Mexico,2012,4605.5
Italy,Mexico,2013,4515.6
Italy,Mexico,2014,4622.8
Italy,Mexico,2015,4384.4
Italy,Mexico,2016,4732.2
Italy,Mexico,2017,5489.599999999999
Italy,Mexico,2018,6045.6
Italy,Mexico,2019,5482.2
Italy,Mexico,2020,4435.6
Italy,Morocco,1997,517.7
Italy,Morocco,1998,483.0
Italy,Morocco,1999,429.6
Italy,Morocco,2000,428.79999999999995
Italy,Morocco,2001,467.5
Italy,Morocco,2002,540.1
Italy,Morocco,2003,794.9
Italy,Morocco,2004,924.1
Italy,Morocco,2005,967.5
Italy,Morocco,2006,1182.6
Italy,Morocco,2007,1527.2
Italy,Morocco,2008,2156.7999999999997
Italy,Morocco,2009,1507.5
Italy,Morocco,2010,1458.1000000000001
Italy,Morocco,2011,1549.3
Italy,Morocco,2012,1430.0
Italy,Morocco,2013,1574.3999999999999
Italy,Morocco,2014,1448.7
Italy,Morocco,2015,1331.2
